song,song_id,artist,artist_id,category,genres,filtered_genres,audio_ft_danceability,audio_ft_energy,audio_ft_key,audio_ft_loudness,audio_ft_mode,audio_ft_speechiness,audio_ft_acousticness,audio_ft_instrumentalness,audio_ft_liveness,audio_ft_valence,audio_ft_tempo,audio_ft_duration_ms,audio_ft_time_signature
One Whole Day (feat. Wiz Khalifa),4eHceQL93Re1ZiaY7kRZ7F,Dixie D’Amelio,3DKkhRCGOG4e8IUPYFPfWs,workout,['social'],['social'],0.64,0.863,5,-4.002,1,0.0322,0.038,0.0,0.294,0.725,81.003,176854,4
Prisoner (feat. Dua Lipa),5JqZ3oqF00jkT81foAFvqg,Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,workout,"['post-teen', 'dance', 'pop']","['dance', 'pop']",0.781,0.67,3,-3.912,0,0.0452,0.0103,0.0,0.0761,0.595,127.99,169333,4
Donuts (feat. Yung Bae),2xubfBD4QUOmcMUq1EZz6h,kenzie,5pWUVnrc1y0FpWZ6VCy0Hg,workout,['social'],['social'],0.663,0.818,9,-5.529,0,0.0715,0.0798,0.0,0.289,0.88,108.01,215710,4
Mad World,6L5eyrIlO6GkRJAdqQEThe,Timmy Trumpet,0CbeG1224FS58EUx4tPevZ,workout,"['australian', 'edm', 'melbourne', 'pop']","['australian', 'edm', 'melbourne', 'pop']",0.54,0.892,11,-4.985,1,0.11,0.233,9.35e-05,0.195,0.152,106.594,153304,3
Energy,5CWGRrNRxRo0KXhMJuMm1S,Stace Cadet,4C825UjHAWCMvdZwbtpwDT,workout,['australian'],['australian'],0.704,0.822,5,-5.142,0,0.0366,0.000341,0.714,0.28,0.442,125.003,208550,4
Goosebumps,20McUFi8KCIVdNDLrkTDuZ,HVME,2o08sCWF5yyo2G4DCiT7T9,workout,[],[],0.767,0.659,1,-7.429,1,0.0444,0.325,0.0,0.13,0.439,124.946,163208,4
Love Not War (The Tampa Beat),4Lt6GXGzYsa1tgkv3nGSTm,Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y,workout,"['post-teen', 'dance', 'pop']","['dance', 'pop']",0.738,0.85,8,-3.049,1,0.0642,0.105,0.0,0.23,0.865,98.013,192921,4
Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks),5l0nX3AhmmF717aKSs8qSH,Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,workout,"['post-teen', 'dance', 'pop']","['dance', 'pop']",0.681,0.737,4,-5.246,0,0.0384,0.0291,7.16e-06,0.0856,0.278,109.95,220636,4
I Follow Rivers,38eDoBAphAMkPVPLFOkyKI,Helion,05GSra7vTwr8o54Brzp2nA,workout,['melbourne'],['melbourne'],0.608,0.769,0,-7.086,1,0.0373,0.00658,0.0717,0.142,0.494,125.05,150720,4
Don't Leave Me Now,59VDjcpB2I8psQasslQpdK,Lost Frequencies,7f5Zgnp2spUuuzKplmRkt7,workout,"['edm', 'belgian', 'tropical', 'pop']","['edm', 'tropical', 'pop']",0.671,0.752,6,-6.806,0,0.0304,0.0258,0.0,0.112,0.717,124.998,195080,4
Unbreakable (feat. Clarence Coffee Jr.),0t7F6nflyhy7UR9yzTBAHl,BUNT.,2CpLIMBoE2ZzyY3ZBCRZ7j,workout,"['pop', 'tropical', 'deep']","['pop', 'tropical', 'deep']",0.441,0.738,4,-3.169,1,0.0449,0.0105,0.0,0.126,0.208,126.954,238628,4
Hallucinate - Paul Woolford Remix,3v7hMuewavfpJx8sytJ4AO,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,workout,"['dance', 'uk', 'pop']","['dance', 'uk', 'pop']",0.568,0.768,0,-7.654,0,0.0306,0.00237,0.012,0.196,0.523,123.963,238766,4
You Should Know (feat. Craig Smart),7mA8qSlC9F04DEQV8ZcKqx,Sam Feldt,20gsENnposVs2I4rQ5kvrf,workout,"['dance', 'edm', 'tropical', 'pop', 'electro']","['dance', 'edm', 'tropical', 'pop', 'electro']",0.597,0.915,2,-2.94,1,0.296,0.0165,1.6e-05,0.199,0.609,123.982,142258,4
Goosebumps,4vaX8KIjBXs77lQJFU5BOu,Bastille,7EQ0qTo7fWT7DPxmxtSYEc,chill,"['rock', 'modern', 'metropopolis', 'tropical', 'pop']","['rock', 'modern', 'tropical', 'pop']",0.651,0.606,6,-6.107,0,0.0392,0.0708,0.00183,0.328,0.781,78.007,167693,4
Can’t Imagine,2GwberkV36NoC5snp51cLC,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,chill,"['dance', 'pop', 'canadian', 'post-teen', 'viral']","['dance', 'pop', 'canadian', 'viral']",0.412,0.162,0,-14.356,1,0.146,0.849,2.16e-06,0.354,0.375,179.63,149769,5
Better Days (feat. Justin Timberlake),25yS1e5PLLhEGEaKnsfY6S,Ant Clemons,028lPW2NdWHdSPCkRkcyhd,chill,"['alternative', 'indie']","['alternative', 'indie']",0.46,0.453,5,-6.714,0,0.0331,0.579,0.0,0.119,0.498,143.35,198600,3
Umbrella,3z4L7fClvTb9NQI3sKP8Xu,Duncan Laurence,3klZnJvYGIbWritVwQD434,chill,['dutch'],['dutch'],0.529,0.363,1,-12.594,1,0.0329,0.765,0.0135,0.105,0.0799,96.951,308640,4
Angels Like You,0QdePZJfBpRIBautuT4FSx,Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,chill,"['post-teen', 'dance', 'pop']","['dance', 'pop']",0.672,0.642,5,-4.035,1,0.0313,0.0981,0.0,0.1,0.494,121.981,196453,4
The Screen,7JZpf4Rct4FfrRpQ3KkEOG,Oruam,7hswPtRs02dG03rVj7wQBK,chill,[],[],0.795,0.487,8,-8.24,1,0.0448,0.367,0.874,0.0947,0.177,117.976,197114,4
Alabora,3uI33EsE7AVM3GMxaOn7fv,Beyhude,65orViGnlMcbptdIGceZzo,chill,"['organic', 'ethnotronica']",['organic'],0.653,0.485,2,-14.745,0,0.0371,0.808,0.939,0.115,0.083,110.002,423756,4
Swim,7qHfaAlihkWeA4Xu60v3Pi,COLIN,65Uy8U5VKTrqB70p39OLsH,chill,[],[],0.687,0.453,6,-11.823,1,0.0698,0.154,0.63,0.363,0.0872,92.949,127097,4
All I Ever Wanted,56AuxQI50J898m8QTtHxQR,Misc.Inc,3qRe4C6xUFaW1GXJsRC4oi,chill,"['lo-fi', 'chillhop']",['lo-fi'],0.569,0.342,9,-18.589,0,0.0472,0.771,0.907,0.078,0.0377,158.02,168608,4
Follow Me,0hdeBcZl6rdXSScMS6prYJ,SoN,4UD8MDe0kMu0QPtMUzeaEE,chill,['chill'],['chill'],0.754,0.462,10,-12.399,1,0.106,0.324,0.79,0.0997,0.715,169.981,183529,4
dreamin',4PlzJVdaRYC9Fg2AqlOxer,53 Thieves,4IwM0dNvhWqqtsTyulxe2K,chill,['chill'],['chill'],0.831,0.419,1,-7.381,0,0.44,0.359,0.00228,0.0959,0.339,84.983,207706,4
I Need U,5lbdxt9C6rsELTimTkyMn8,yaeow,4Abe9XH0fplj8dbOddoYgH,chill,"['sad', 'lo-fi']",['lo-fi'],0.402,0.405,9,-12.486,1,0.0713,0.513,0.0167,0.155,0.072,84.873,142588,4
homebody,3I3ZmlSouhOYDHGWn3w0CW,Kamal.,2gIHyzlzKxntjQWf8xAGaI,chill,['modern'],['modern'],0.762,0.244,4,-14.089,1,0.0711,0.575,0.000661,0.11,0.255,94.949,189000,4
Rain,72afDNRJsldkG7R02rRdA1,Lucy Park,2ve69eWi8j7eGKEsKz2WLF,chill,"['indie', 'chill']","['indie', 'chill']",0.716,0.231,0,-14.739,1,0.0527,0.86,0.0393,0.112,0.231,107.049,151150,4
You're All I Want,4nvLuqwTOZdEJI1fcHXv8h,Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj,chill,"['shoegaze', 'dream', 'ambient', 'el']","['shoegaze', 'ambient']",0.439,0.469,5,-10.949,1,0.0244,0.365,0.812,0.113,0.276,90.985,264453,4
don't be so hard on yourself,0j69d3zENO7ZVjplwetmQp,dj poolboi,3uL9a8QRwQ6J8Sc7NYK7oJ,chill,[],[],0.717,0.52,7,-9.393,1,0.0361,0.101,0.941,0.0732,0.178,100.009,145000,4
All My Days,768eZ69L0HODV9UlcriGaq,Forester,3d13oWvwmjcodRr3NzdArc,chill,[],[],0.575,0.767,11,-6.888,1,0.0554,0.169,0.0011,0.104,0.137,124.0,224637,4
Her Theme,5Yrb9rFCDWnRSTxryTFS1n,Lstn,0OO1zgX3CUfJQwoOEBSKSp,chill,"['tropical', 'chill']","['tropical', 'chill']",0.627,0.706,1,-9.91,0,0.0316,0.0544,0.904,0.112,0.0374,119.98,246000,4
I Can't See,59kl6e4q6sCJlxCgLZdJGo,ROW,6t6YsIZkxd0VC7mXKD9Ziw,chill,[],[],0.67,0.711,8,-7.257,0,0.0443,0.00172,0.0963,0.186,0.691,121.976,135246,4
Ikebana,4cYMt6WiUFShfZ6M1A9LPi,Nora Van Elken,04m3oUGzjO3EJTQidFzTgM,chill,"['new', 'pop', 'tropical', 'deep']","['new', 'pop', 'tropical', 'deep']",0.713,0.715,10,-5.446,0,0.0266,0.0557,0.84,0.111,0.13,117.975,169831,4
900 Miles,0zVduthKvT1FEsUGFWT9Xo,Terry Callier,5cHmjJA9Lo0ga8s8QdxEzs,chill,['soul'],['soul'],0.311,0.249,2,-16.052,1,0.0312,0.574,5.35e-05,0.108,0.0445,104.511,307880,4
Let Him Fly,15GiOLRhRZGM07xhEorDZ4,Patty Griffin,7tNLRmiAN8hpmFrbIHiHsy,chill,"['ectofolk', 'singer-songwriter', 'lilith', 'new', 'traditional', 'pop', 'acoustic', 'folk', 'indie', ""women's""]","['singer-songwriter', 'new', 'pop', 'folk', 'indie']",0.505,0.232,2,-7.75,1,0.035,0.8,0.0,0.105,0.425,112.348,191093,4
Our Town,44gq8zKiyisjDCKRfcuk3N,Iris DeMent,3NPZs8XgXtaWslUcnIw6rY,chill,"['singer-songwriter', 'lilith', 'traditional', 'folk', 'roots', 'arkansas', 'country']","['singer-songwriter', 'folk', 'roots', 'country']",0.714,0.268,11,-7.546,1,0.0329,0.722,5.05e-06,0.246,0.332,116.339,300933,4
Clay Pigeons,5UDoMj8EIEXrQ4N0UR0nos,John Prine,0nJUwPwC9Ti4vvuJ0q3MfT,chill,"['alternative', 'singer-songwriter', 'new', 'traditional', 'folk', 'indie', 'roots', 'mellow', 'country']","['alternative', 'singer-songwriter', 'new', 'folk', 'indie', 'roots', 'mellow', 'country']",0.585,0.233,10,-15.949,1,0.028,0.892,0.000611,0.114,0.481,140.666,267133,4
Ooh La La - 2015 Remaster,6TNNMVpOgn8K5NoDC7alG6,Faces,3v4feUQnU3VEUqFrjmtekL,chill,"['glam', 'classic', 'rock', 'art', 'soft', 'album', 'electric', 'psychedelic', 'folk', 'blues', 'roots', 'mellow', 'pub', 'protopunk', 'country', 'hard']","['classic', 'rock', 'art', 'electric', 'folk', 'blues', 'roots', 'mellow', 'country']",0.603,0.494,2,-10.27,1,0.0301,0.428,0.000171,0.0894,0.729,147.814,214960,4
Flow,59RtCHvMewZjwz3BDQKtGs,Michael Brogadaccio,6ZqnKTqzs5B9g2K68OCKVo,focus,[],[],0.533,0.0529,5,-23.326,0,0.032,0.95,0.94,0.11,0.465,79.937,143595,3
Spaces,3ihG28Sd7TNFsUQ7pu7f7P,Gus Cleese,5vCyUIqN5rujUkzGq5iJq2,focus,['background'],['background'],0.142,0.0435,0,-24.7,1,0.0384,0.901,0.78,0.107,0.0348,141.552,205821,1
The Tower of Embellion,76RktDCi1rVj63vpt9u5F0,Muni Yogi,5VMpyeQNlYtPipmkNpxRt0,focus,"['focus', 'background']","['focus', 'background']",0.0767,0.0116,3,-28.464,1,0.0359,0.954,0.915,0.117,0.035,73.749,176107,5
Quiet Dreams,6jJkW2RUsOHCe4hiIk1tED,MVS,2iPiEjvpiyVOYH7JSRgqfW,focus,['background'],['background'],0.188,0.0249,10,-27.196,1,0.0373,0.988,0.866,0.112,0.0895,91.814,204910,1
Quasar,5NM4frO8ccRVxXKW0kZaAk,Tejal Yann,6eGKvCZdc06HkiwZKFlcBY,focus,['background'],['background'],0.241,0.168,2,-22.264,1,0.0434,0.873,0.872,0.0969,0.0396,69.114,258951,4
Remembering,6kwqwIUxDK84yXyfL7jvGf,Minette Martin,3wQXisRiLi09Cw9UUSd0cA,focus,[],[],0.409,0.00926,5,-23.556,1,0.0403,0.99,0.911,0.106,0.176,73.085,138805,4
Reveries,2Wq70oxNy3i4KOW175fUs2,Ava Cerasoli,2zMMspLbw3KFWxxf8KCQLl,focus,['background'],['background'],0.379,0.059,8,-29.377,1,0.0338,0.988,0.937,0.12,0.258,71.417,215703,4
Sea Change,3pJnfyKoVePwVmljB6Wun1,Stephan Moccio,25s9H1JQmTu3iuFzpXWUIg,focus,"['neo-classical', 'calming', 'background']","['neo-classical', 'calming', 'background']",0.458,0.00701,8,-34.755,1,0.0438,0.993,0.948,0.102,0.0939,118.444,171213,3
All that Glitters,4gp5cj5GLbJddPV8Ftphb1,Mino Monterosso,528WOUREknwtSsfI7Nj7Zl,focus,['background'],['background'],0.401,0.00743,8,-32.336,1,0.0522,0.995,0.939,0.113,0.123,118.212,161073,3
Vals De Rodrigues,3I3WY0C7AQMe6Z6hMUQqd5,Eric Badanti,2KnoW7Kuw3lj3OKFK8EXQ7,focus,['background'],['background'],0.418,0.0368,11,-24.304,0,0.0499,0.993,0.944,0.0848,0.119,111.355,161209,4
Stardust,2Pg5Mnt8rXDCvYV9MtAiv2,Riccardo Frediani,0jg1uoGTeW156aL6Wx63Ai,focus,[],[],0.441,0.0312,1,-20.77,1,0.0615,0.989,0.935,0.0919,0.186,103.424,245562,4
May,4TA0g1aWl03dLuHcVTcLBS,Mree,3K8cGxW088HVyhFSGWJJcX,focus,['ambient'],['ambient'],0.362,0.0024,2,-31.79,1,0.0522,0.992,0.957,0.108,0.449,74.184,84683,1
Oltre - The Shape Of Piano To Come Vol. I,3mj1JcpNOGHTJivttgUf3r,Emiliano Blangero,0ozINzRhAnzU4nRWUGJBcc,focus,[],[],0.307,0.108,10,-18.565,1,0.0493,0.966,0.893,0.0969,0.118,77.776,288812,3
Gaia - The Shape Of Piano To Come Vol. I,6JWZ0mlNZyMaatlcmWuHy9,Angel Ruedinger,0ZSE1rUyVa8VxkuE2VDgYH,focus,[],[],0.511,0.00344,6,-27.94,1,0.0489,0.995,0.956,0.0644,0.444,67.044,242925,5
Mare di dicembre,3w7SLcOazANv3WUfCgDuvz,Francesco Taskayali,0I44T6QObrCavl5pw09iHB,focus,['rome'],['rome'],0.3,0.122,6,-20.717,0,0.0401,0.978,0.866,0.109,0.057,64.442,267680,5
Remembering,15BXZpDEzGSoKRdqvEieXQ,Ever So Blue,6LwcYWG1molG0KW2xwnPd2,focus,"['calming', 'focus', 'background']","['calming', 'focus', 'background']",0.295,0.0693,4,-25.177,1,0.0357,0.99,0.909,0.105,0.262,118.817,121423,3
Rites of Passage,3m9k6Jc0EvtZEQLUfYd0e9,Chris Donner,4xwCgzlPsRwNfHdvlLwCsH,focus,[],[],0.221,0.0557,2,-31.648,1,0.0497,0.993,0.929,0.095,0.176,159.687,191000,4
Things Unsaid,1HDwUXmzoVXyBV8onqUyUv,Marcos Betancourt,7JjCfmLQHeuWreo08C7hBt,focus,[],[],0.298,0.0149,10,-25.836,1,0.0411,0.991,0.959,0.116,0.0962,70.387,161000,4
Gouttes,6FEpVWSgpAadjPVuKNwCcx,Guilliaume Om,59TontIdB13G6OPjg6m7NN,focus,[],[],0.222,0.0326,3,-26.193,1,0.0371,0.991,0.907,0.106,0.136,156.849,194250,1
silbermond,1sWI71ajS4mERuwG2k5vvD,Flavia Cortez,4wMoov0OVG8UOIR6tPnvnV,focus,[],[],0.112,0.0137,6,-28.804,1,0.0449,0.995,0.903,0.105,0.126,63.495,169579,4
Young Love,5LS7VV5Gp3evv8pjcpTDDu,Pamela Goldings,0zz0ZeRODmieOdGKeznHQA,focus,[],[],0.401,0.0273,7,-30.596,1,0.0532,0.994,0.916,0.107,0.236,133.722,143500,4
Now and Then,3flrE9SDAQj4hP2kKzcHOG,Carluccio,06bxyT4bXPZaKsInaJ75UL,focus,['background'],['background'],0.267,0.0338,5,-28.036,1,0.0481,0.993,0.879,0.0979,0.321,74.461,147250,1
Memories In Red,7oj0ajSBpsNjSZAL51fIAM,Fredrik Lundberg,1WFoHIANaCtKQ1jrzPl3C3,focus,[],[],0.547,0.0174,5,-25.614,1,0.0314,0.99,0.954,0.134,0.342,51.053,135000,3
Asilah,00iniRV1mt5IS6ep01e2Ts,Sumsar,3IKjg0f073Wk4IecayFzWW,focus,[],[],0.322,0.155,2,-22.744,1,0.0399,0.993,0.931,0.106,0.242,87.609,160086,4
Humbly,6MeOCVIU94xMVgr1kTMKRT,Gail Singleton,1VA9HBofA9Pc9Q3DSR4gQw,focus,[],[],0.27,0.0027,5,-26.207,1,0.045,0.993,0.913,0.127,0.4,168.958,132428,3
Schlafmittel,6AYzbLak1YhYu5litfcTdV,Felix Hertzog,4B72HNYsUpj9x0cOBi7CJ7,sleep,[],[],0.152,0.012,0,-34.256,1,0.0458,0.938,0.805,0.101,0.0939,68.978,168000,3
Étude des Papillons,2YXXVcHEfVAeOhcDrHvzzG,Planète Sauvage,0xmJOUuXiZ2byN6oc9a3gF,sleep,[],[],0.121,0.000584,6,-35.964,1,0.0676,0.995,0.918,0.106,0.0341,69.913,227967,3
Sogno Illuminum,2XwakW5X0FkLa7xGfgDwot,Enchanted Feel,6Rfx3Kq2IphTcrtkQRejYX,sleep,[],[],0.245,0.00496,0,-35.992,1,0.0412,0.992,0.881,0.101,0.0635,70.336,140786,4
Touha,3TCIHrNMw2vupAQfg3krlO,Marie Protivová,1TPDV2kZ1T053LbHOO7ZDW,sleep,[],[],0.107,0.0355,2,-33.218,0,0.0414,0.932,0.933,0.0996,0.0817,89.788,176000,4
Med slutna ögon,6RuFOroO9VO0aMGEzirLHk,Najma Wallin,28XFFzqCAHFNcEdRiuEf71,sleep,[],[],0.175,0.00759,7,-35.072,1,0.0454,0.974,0.925,0.113,0.0838,70.872,133500,4
Nepenthe,0kKOC50fPTnqmrYvtJInsT,Clyde Boudreaux,2uJ9p2oANjdZ8N5Ni7OL4L,sleep,['background'],['background'],0.133,0.00512,9,-33.295,1,0.038,0.993,0.851,0.0954,0.0495,67.818,151750,4
Calm Waves pt. 2,2U2i6tqHzKA6kUkYpArz76,Outside HD Samples,0puqEYQUnviYjUyomzF5rJ,sleep,['water'],['water'],0.206,0.377,7,-15.574,1,0.0584,0.164,0.998,0.411,1e-05,62.014,104908,4
Soothing Evening waves Of Nerja 1,3KbkqE5QBmHnBk4tKCri5J,Soothing Waves Of Nerja,0k1cImEoI17KHmKiVpSY4X,sleep,['shush'],['shush'],0.159,0.991,9,-11.243,1,0.0532,0.73,0.33,0.339,1e-05,110.394,126000,3
Pebble Beach Waves,74Ccabhzyt1M79qTQ4Jivz,Shoreline Sounds,1AHEZC4lubUe98hmgYLxqw,sleep,['environmental'],['environmental'],0.153,0.546,0,-30.608,0,0.0691,0.2,0.0,0.731,0.00277,107.295,342938,3
Baltic Ocean Wave Sounds,01Q7qJ90WP59CceunoiD7B,JBE Nature Sounds,4pGknLkW2buCRBkvnMQC5o,sleep,['sound'],['sound'],0.16,0.00158,1,-25.167,1,0.199,0.17,0.00121,0.964,0.0113,112.852,175750,5
Waves in Westhampton Beach,4m2KTXAbTXZXC6Bb3WKJop,Ocean in HD,2SveYJjEGhckzCzGg3J9Xq,sleep,[],[],0.167,0.75,1,-22.261,0,0.0843,0.35,0.993,0.173,0.0109,122.354,139691,4
Atlantic Waves,3O13orieNSsuObfPFS8BwG,Wildlife Sound Recordings,6vNQJeVv5muFsw3FdX0Dmp,sleep,[],[],0.158,0.561,4,-32.005,0,0.0706,0.0331,0.587,0.467,1e-05,130.182,171375,1
Close Ear to Ear Whispered Countdown to Sleep Pt.4,4SizL2yMtF5wkXMuYh1edR,HeatheredEffect ASMR,11uBB2l2Ne1rZCyS1xnv1L,sleep,['asmr'],['asmr'],0.571,0.00929,1,-36.597,1,0.0957,5.67e-05,7.93e-05,0.0839,0.102,88.834,279223,4
Let Me Help You Fall Asleep ASMR,43M5IQ6yVFB0ibeg4aZOBi,Angel's Tempting Tingles ASMR,7ikyizYB9Ur3f0xCqPXMX0,sleep,['asmr'],['asmr'],0.472,0.0514,6,-34.037,1,0.486,0.19,0.0,0.119,0.26,88.561,383106,3
A is for Apple,4ztj4BB8D2UswQPxF9v7BG,ASMR Bedtime,0IL5IV3OVB5XCJXJg6bmZG,sleep,[],[],0.65,0.388,8,-18.325,0,0.139,0.295,0.0,0.112,0.0312,103.11,130583,5
"Super sleepy attention, close positive whispers, inaudible whispers Pt.1",0fU7os8IzBtcblVO0YeIsR,RoseASMR,3CAEqHMxqfTLF9azWWYzmS,sleep,['asmr'],['asmr'],0.496,0.0667,10,-35.23,0,0.401,0.148,4.83e-05,0.0557,0.114,73.966,279876,5
Sleep Clinic Part 2,7fa12AeziG3ON4z80k5eFo,Karuna Satori ASMR,3gK713oCPxcYsIsfAXSpl5,sleep,['asmr'],['asmr'],0.609,0.251,10,-33.449,0,0.343,0.117,3.27e-05,0.239,0.0832,84.794,232571,3
Rockabye Baby Reading,2hKB43VQB25dIaYF1RnMfZ,ASMR Bedtime,0IL5IV3OVB5XCJXJg6bmZG,sleep,[],[],0.694,0.0867,11,-17.924,1,0.368,0.203,0.0,0.116,0.292,103.829,134500,3
Deeper Sun,72U3GaKjHnwdfKNWoeciA5,Abe Hathot,40tqIiKClGVYgzgxL4YoQw,sleep,"['background', '432hz']",['background'],0.209,0.134,9,-17.281,0,0.0422,0.924,0.872,0.0594,0.039,75.616,142000,3
Late in the Afternoon,0dqLpgnlQ3Gw1uNYzStSaZ,Project Kronos,27VMhg08I47b1HAt9MFmha,sleep,[],[],0.356,0.0337,5,-23.737,1,0.0425,0.987,0.912,0.143,0.169,71.953,116286,3
Placidity - Studio Edit,0vsCKqIDPPFpFgAZdKe0XV,SARAB,6PM7BEoNAzJtH7BRBgagYI,sleep,[],[],0.271,0.164,2,-16.474,1,0.0318,0.11,0.78,0.109,0.0376,75.101,181000,3
Lucent Path,2eo0m22NuhN7gif3jpVW7U,NAYAT,3JjhxaFpKE0rfGl5ik6gNC,sleep,[],[],0.189,0.187,10,-19.906,0,0.0337,0.971,0.963,0.109,0.0383,78.242,224000,4
Nada,5j3nMZTymRJR0XcqCjDZu6,Clarissa Bitar,3EHSTkb1qOtOUqFSuvZDHH,sleep,[],[],0.563,0.216,0,-16.922,1,0.0572,0.939,0.869,0.109,0.531,129.426,136760,5
Purity 432hz,60kuRpoUHGfYmVswKdvcO0,Nairuz,5Rl9GnnclvARcDxCUMO02Y,sleep,[],[],0.338,0.0766,7,-20.798,1,0.027,0.937,0.876,0.0877,0.0441,49.983,242400,4
Na Na - Tommie Sunshine & Disco Fries Remix,2BnQGw8KVeKSo9gpUOmFMk,Rosette,1I5qyYQc2wT6v7ySVjabBH,party,[],[],0.794,0.867,6,-5.368,0,0.0812,0.0234,0.00606,0.391,0.704,125.018,167280,4
Moments,05y3dPwP8LupmvkwfGWdu4,D.O.D,0Cs47vvRsPgEfliBU9KDiB,party,"['deep', 'edm', 'progressive', 'electro', 'big']","['deep', 'edm', 'electro']",0.313,0.884,11,-4.444,0,0.0533,0.0336,0.095,0.316,0.456,118.605,176129,4
Techno Prank,4t8ilMPQ7E7S6pB4i4Kf2I,Dubdogz,4cdyqaBREB68H77QKCrKP1,party,['brazilian'],['brazilian'],0.741,0.807,2,-6.562,1,0.0451,0.0563,0.747,0.351,0.118,124.06,203407,4
Enough Of You,0mDINHqydpdNSyPKPCxB7z,Tujamo,2vVNxGBvKRQMWwI5c8KmYh,party,"['dance', 'edm', 'progressive', 'tropical', 'pop', 'electro', 'big']","['dance', 'edm', 'tropical', 'pop', 'electro']",0.806,0.744,9,-6.454,0,0.131,0.074,1.05e-06,0.142,0.248,124.062,146693,4
Deep Down Low,46rZgRYU1H5Xnv0n75OGis,Valentino Khan,0deIjoDjl9g9Zpw0sCIOHh,party,"['bass', 'electronic', 'edm', 'house', 'moombahton', 'brostep', 'electro']","['electronic', 'edm', 'electro']",0.794,0.896,5,-1.514,0,0.0677,0.00371,0.615,0.0876,0.5,125.999,190476,4
Sexy Bitch (feat. Akon),127uq83uGFapbddqiMUKky,David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,party,"['edm', 'dance', 'tropical', 'pop']","['edm', 'dance', 'tropical', 'pop']",0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011,195853,4
DJ Got Us Fallin' In Love (feat. Pitbull),4356Typ82hUiFAynbLYbPn,Usher,23zg3TcAtWQy7J6upgbUnj,party,"['r&b', 'dance', 'urban', 'pop', 'south', 'atl']","['dance', 'pop', 'south', 'atl']",0.663,0.861,7,-3.398,0,0.109,0.0338,0.0,0.082,0.654,119.963,220800,4
Good Feeling,2LEF1A8DOZ9wRYikWgVlZ8,Flo Rida,0jnsk9HBra6NMjO2oANoPY,party,"['miami', 'dance', 'pop']","['dance', 'pop']",0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,248133,4
Only Girl (In The World),0AH6WMe3OlAlUb5miXt2FQ,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,party,"['r&b', 'dance', 'barbadian', 'urban', 'pop', 'post-teen']","['dance', 'pop']",0.789,0.716,11,-4.241,0,0.0432,0.129,1.07e-05,0.069,0.611,125.906,235493,4
Loca People - Radio Edit,4EWqV27TwLuPIMCOtheMIs,Sak Noel,15jrieCvf3EklAScnD9kKl,party,['electro'],['electro'],0.926,0.808,11,-3.148,0,0.0599,0.000915,0.00327,0.0515,0.701,127.998,215625,4
Shower,3DmW6y7wTEYHJZlLo1r6XJ,Becky G,4obzFoKoKRHIphyHzJ35G3,party,"['dance', 'rap', 'reggaeton', 'pop', 'latin', 'post-teen', 'trap']","['dance', 'rap', 'reggaeton', 'pop', 'latin', 'trap']",0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,206167,4
Circles,08TILUAN56HJoS1d9mNRty,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,party,"['trap', 'houston', 'pop']","['trap', 'pop']",0.842,0.789,6,-8.733,0,0.178,0.0265,0.0,0.355,0.795,111.113,170641,4
Love Not War (The Tampa Beat),4Lt6GXGzYsa1tgkv3nGSTm,Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y,party,"['post-teen', 'dance', 'pop']","['dance', 'pop']",0.738,0.85,8,-3.049,1,0.0642,0.105,0.0,0.23,0.865,98.013,192921,4
Prisoner (feat. Dua Lipa),5JqZ3oqF00jkT81foAFvqg,Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,party,"['post-teen', 'dance', 'pop']","['dance', 'pop']",0.781,0.67,3,-3.912,0,0.0452,0.0103,0.0,0.0761,0.595,127.99,169333,4
My Head & My Heart,1KixkQVDUHggZMU9dUobgm,Ava Max,4npEfmQ6YuiwW1GpUmaq3F,party,"['dance', 'pop']","['dance', 'pop']",0.614,0.934,9,-3.709,0,0.07,0.0697,0.0,0.121,0.436,116.001,174760,4
Monsters (feat. blackbear),0tyR7Bu9P086aWBFZ4QJoo,All Time Low,46gyXjRIvN1NL1eCB8GBxo,party,"['rock', 'post-teen', 'modern', 'pop']","['rock', 'modern', 'pop']",0.369,0.845,0,-3.449,0,0.0611,0.0493,0.0,0.416,0.782,78.532,174068,4
