song,song_id,artist,artist_id,category,genres,filtered_genres,audio_ft_danceability,audio_ft_energy,audio_ft_key,audio_ft_loudness,audio_ft_mode,audio_ft_speechiness,audio_ft_acousticness,audio_ft_instrumentalness,audio_ft_liveness,audio_ft_valence,audio_ft_tempo,audio_ft_duration_ms,audio_ft_time_signature
XS,1TWNKyNQOBfNUkWWs7FooF,Rina Sawayama,2KEqzdPS7M5YwGmiuPTdr5,workout,"['art', 'pop', 'escape', 'electropop', 'dance']","['art', 'pop', 'dance']",0.636,0.929,2,-3.256,0,0.151,0.0854,1.15e-06,0.0822,0.591,117.012,201060,4
Purple Hat,0bGH7ezs7WdDwpqnsvGf1z,Sofi Tukker,586uxXMyD5ObPuzjtrzO1Q,workout,['pop'],['pop'],0.777,0.744,9,-7.42,1,0.204,0.331,0.0073,0.088,0.654,94.019,178369,4
Heart Of Glass (Live from the iHeart Festival),5i7ThJfYLAzp2DyZuFpF6j,Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,workout,"['pop', 'post-teen', 'dance']","['pop', 'dance']",0.58,0.908,4,-5.303,1,0.0341,0.000335,4.84e-05,0.087,0.427,115.016,213672,4
Fever,3wJVBz7gvGTwTWVAxFa6ny,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,workout,"['pop', 'uk', 'dance']","['pop', 'uk', 'dance']",0.868,0.693,6,-7.052,0,0.181,0.0597,0.00399,0.106,0.396,114.999,156911,4
Higher Love,6oJ6le65B3SEqPwMRNXWjY,Kygo,23fqKkggKUBHNkbKtXEls4,workout,"['pop', 'tropical', 'edm']","['pop', 'tropical', 'edm']",0.693,0.678,8,-7.159,1,0.0324,0.0154,6.05e-06,0.101,0.404,103.952,228267,4
Do It All Over (feat. Marc E. Bassy),3Pm4fZwIDkykbdehoXqP9d,Cheat Codes,7DMveApC7UnC2NPfPvlHSU,workout,"['dance', 'pop', 'electro', 'tropical', 'post-teen', 'electropop', 'edm']","['dance', 'pop', 'electro', 'tropical', 'edm']",0.672,0.582,7,-5.631,1,0.0392,0.0625,0.0,0.105,0.454,100.021,174164,4
Wonder,6ZuahEctZD6w75peme58hm,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,workout,"['pop', 'viral', 'canadian', 'post-teen', 'dance']","['pop', 'viral', 'canadian', 'dance']",0.442,0.631,1,-5.096,0,0.05,0.136,2.29e-05,0.133,0.129,139.774,172693,4
One Whole Day (feat. Wiz Khalifa),4eHceQL93Re1ZiaY7kRZ7F,Dixie D’Amelio,3DKkhRCGOG4e8IUPYFPfWs,workout,['social'],['social'],0.64,0.863,5,-4.002,1,0.0322,0.038,0.0,0.294,0.725,81.003,176854,4
Prisoner (feat. Dua Lipa),5JqZ3oqF00jkT81foAFvqg,Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,workout,"['pop', 'post-teen', 'dance']","['pop', 'dance']",0.781,0.67,3,-3.912,0,0.0452,0.0103,0.0,0.0761,0.595,127.99,169333,4
Donuts (feat. Yung Bae),2xubfBD4QUOmcMUq1EZz6h,kenzie,5pWUVnrc1y0FpWZ6VCy0Hg,workout,['social'],['social'],0.663,0.818,9,-5.529,0,0.0715,0.0798,0.0,0.289,0.88,108.01,215710,4
Mad World,6L5eyrIlO6GkRJAdqQEThe,Timmy Trumpet,0CbeG1224FS58EUx4tPevZ,workout,"['pop', 'australian', 'melbourne', 'edm']","['pop', 'australian', 'melbourne', 'edm']",0.54,0.892,11,-4.985,1,0.11,0.233,9.35e-05,0.195,0.152,106.594,153304,3
Energy,5CWGRrNRxRo0KXhMJuMm1S,Stace Cadet,4C825UjHAWCMvdZwbtpwDT,workout,['australian'],['australian'],0.704,0.822,5,-5.142,0,0.0366,0.000341,0.714,0.28,0.442,125.003,208550,4
Goosebumps,20McUFi8KCIVdNDLrkTDuZ,HVME,2o08sCWF5yyo2G4DCiT7T9,workout,[],[],0.767,0.659,1,-7.429,1,0.0444,0.325,0.0,0.13,0.439,124.946,163208,4
Love Not War (The Tampa Beat),4Lt6GXGzYsa1tgkv3nGSTm,Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y,workout,"['pop', 'post-teen', 'dance']","['pop', 'dance']",0.738,0.85,8,-3.049,1,0.0642,0.105,0.0,0.23,0.865,98.013,192921,4
Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks),5l0nX3AhmmF717aKSs8qSH,Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,workout,"['pop', 'post-teen', 'dance']","['pop', 'dance']",0.681,0.737,4,-5.246,0,0.0384,0.0291,7.16e-06,0.0856,0.278,109.95,220636,4
I Follow Rivers,38eDoBAphAMkPVPLFOkyKI,Helion,05GSra7vTwr8o54Brzp2nA,workout,['melbourne'],['melbourne'],0.608,0.769,0,-7.086,1,0.0373,0.00658,0.0717,0.142,0.494,125.05,150720,4
Don't Leave Me Now,59VDjcpB2I8psQasslQpdK,Lost Frequencies,7f5Zgnp2spUuuzKplmRkt7,workout,"['pop', 'tropical', 'belgian', 'edm']","['pop', 'tropical', 'edm']",0.671,0.752,6,-6.806,0,0.0304,0.0258,0.0,0.112,0.717,124.998,195080,4
Unbreakable (feat. Clarence Coffee Jr.),0t7F6nflyhy7UR9yzTBAHl,BUNT.,2CpLIMBoE2ZzyY3ZBCRZ7j,workout,"['pop', 'tropical', 'deep']","['pop', 'tropical', 'deep']",0.441,0.738,4,-3.169,1,0.0449,0.0105,0.0,0.126,0.208,126.954,238628,4
Hallucinate - Paul Woolford Remix,3v7hMuewavfpJx8sytJ4AO,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,workout,"['pop', 'uk', 'dance']","['pop', 'uk', 'dance']",0.568,0.768,0,-7.654,0,0.0306,0.00237,0.012,0.196,0.523,123.963,238766,4
You Should Know (feat. Craig Smart),7mA8qSlC9F04DEQV8ZcKqx,Sam Feldt,20gsENnposVs2I4rQ5kvrf,workout,"['dance', 'pop', 'electro', 'tropical', 'edm']","['dance', 'pop', 'electro', 'tropical', 'edm']",0.597,0.915,2,-2.94,1,0.296,0.0165,1.6e-05,0.199,0.609,123.982,142258,4
Goosebumps,4vaX8KIjBXs77lQJFU5BOu,Bastille,7EQ0qTo7fWT7DPxmxtSYEc,chill,"['rock', 'pop', 'modern', 'metropopolis', 'tropical']","['rock', 'pop', 'modern', 'tropical']",0.651,0.606,6,-6.107,0,0.0392,0.0708,0.00183,0.328,0.781,78.007,167693,4
Can’t Imagine,2GwberkV36NoC5snp51cLC,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,chill,"['pop', 'viral', 'canadian', 'post-teen', 'dance']","['pop', 'viral', 'canadian', 'dance']",0.412,0.162,0,-14.356,1,0.146,0.849,2.16e-06,0.354,0.375,179.63,149769,5
Better Days (feat. Justin Timberlake),25yS1e5PLLhEGEaKnsfY6S,Ant Clemons,028lPW2NdWHdSPCkRkcyhd,chill,"['alternative', 'indie']","['alternative', 'indie']",0.46,0.453,5,-6.714,0,0.0331,0.579,0.0,0.119,0.498,143.35,198600,3
Umbrella,3z4L7fClvTb9NQI3sKP8Xu,Duncan Laurence,3klZnJvYGIbWritVwQD434,chill,['dutch'],['dutch'],0.529,0.363,1,-12.594,1,0.0329,0.765,0.0135,0.105,0.0799,96.951,308640,4
Angels Like You,0QdePZJfBpRIBautuT4FSx,Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,chill,"['pop', 'post-teen', 'dance']","['pop', 'dance']",0.672,0.642,5,-4.035,1,0.0313,0.0981,0.0,0.1,0.494,121.981,196453,4
The Screen,7JZpf4Rct4FfrRpQ3KkEOG,Oruam,7hswPtRs02dG03rVj7wQBK,chill,[],[],0.795,0.487,8,-8.24,1,0.0448,0.367,0.874,0.0947,0.177,117.976,197114,4
Alabora,3uI33EsE7AVM3GMxaOn7fv,Beyhude,65orViGnlMcbptdIGceZzo,chill,"['organic', 'ethnotronica']",['organic'],0.653,0.485,2,-14.745,0,0.0371,0.808,0.939,0.115,0.083,110.002,423756,4
Swim,7qHfaAlihkWeA4Xu60v3Pi,COLIN,65Uy8U5VKTrqB70p39OLsH,chill,[],[],0.687,0.453,6,-11.823,1,0.0698,0.154,0.63,0.363,0.0872,92.949,127097,4
All I Ever Wanted,56AuxQI50J898m8QTtHxQR,Misc.Inc,3qRe4C6xUFaW1GXJsRC4oi,chill,"['chillhop', 'lo-fi']",['lo-fi'],0.569,0.342,9,-18.589,0,0.0472,0.771,0.907,0.078,0.0377,158.02,168608,4
Follow Me,0hdeBcZl6rdXSScMS6prYJ,SoN,4UD8MDe0kMu0QPtMUzeaEE,chill,['chill'],['chill'],0.754,0.462,10,-12.399,1,0.106,0.324,0.79,0.0997,0.715,169.981,183529,4
dreamin',4PlzJVdaRYC9Fg2AqlOxer,53 Thieves,4IwM0dNvhWqqtsTyulxe2K,chill,['chill'],['chill'],0.831,0.419,1,-7.381,0,0.44,0.359,0.00228,0.0959,0.339,84.983,207706,4
I Need U,5lbdxt9C6rsELTimTkyMn8,yaeow,4Abe9XH0fplj8dbOddoYgH,chill,"['sad', 'lo-fi']",['lo-fi'],0.402,0.405,9,-12.486,1,0.0713,0.513,0.0167,0.155,0.072,84.873,142588,4
homebody,3I3ZmlSouhOYDHGWn3w0CW,Kamal.,2gIHyzlzKxntjQWf8xAGaI,chill,['modern'],['modern'],0.762,0.244,4,-14.089,1,0.0711,0.575,0.000661,0.11,0.255,94.949,189000,4
Rain,72afDNRJsldkG7R02rRdA1,Lucy Park,2ve69eWi8j7eGKEsKz2WLF,chill,"['chill', 'indie']","['chill', 'indie']",0.716,0.231,0,-14.739,1,0.0527,0.86,0.0393,0.112,0.231,107.049,151150,4
You're All I Want,4nvLuqwTOZdEJI1fcHXv8h,Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj,chill,"['dream', 'el', 'ambient', 'shoegaze']",['ambient'],0.439,0.469,5,-10.949,1,0.0244,0.365,0.812,0.113,0.276,90.985,264453,4
don't be so hard on yourself,0j69d3zENO7ZVjplwetmQp,dj poolboi,3uL9a8QRwQ6J8Sc7NYK7oJ,chill,[],[],0.717,0.52,7,-9.393,1,0.0361,0.101,0.941,0.0732,0.178,100.009,145000,4
All My Days,768eZ69L0HODV9UlcriGaq,Forester,3d13oWvwmjcodRr3NzdArc,chill,[],[],0.575,0.767,11,-6.888,1,0.0554,0.169,0.0011,0.104,0.137,124.0,224637,4
Her Theme,5Yrb9rFCDWnRSTxryTFS1n,Lstn,0OO1zgX3CUfJQwoOEBSKSp,chill,"['tropical', 'chill']","['tropical', 'chill']",0.627,0.706,1,-9.91,0,0.0316,0.0544,0.904,0.112,0.0374,119.98,246000,4
I Can't See,59kl6e4q6sCJlxCgLZdJGo,ROW,6t6YsIZkxd0VC7mXKD9Ziw,chill,[],[],0.67,0.711,8,-7.257,0,0.0443,0.00172,0.0963,0.186,0.691,121.976,135246,4
Ikebana,4cYMt6WiUFShfZ6M1A9LPi,Nora Van Elken,04m3oUGzjO3EJTQidFzTgM,chill,"['new', 'pop', 'tropical', 'deep']","['new', 'pop', 'tropical', 'deep']",0.713,0.715,10,-5.446,0,0.0266,0.0557,0.84,0.111,0.13,117.975,169831,4
900 Miles,0zVduthKvT1FEsUGFWT9Xo,Terry Callier,5cHmjJA9Lo0ga8s8QdxEzs,chill,['soul'],['soul'],0.311,0.249,2,-16.052,1,0.0312,0.574,5.35e-05,0.108,0.0445,104.511,307880,4
Let Him Fly,15GiOLRhRZGM07xhEorDZ4,Patty Griffin,7tNLRmiAN8hpmFrbIHiHsy,chill,"['lilith', 'traditional', ""women's"", 'folk', 'pop', 'singer-songwriter', 'indie', 'ectofolk', 'acoustic', 'new']","[""women's"", 'pop', 'singer-songwriter', 'indie', 'acoustic', 'new']",0.505,0.232,2,-7.75,1,0.035,0.8,0.0,0.105,0.425,112.348,191093,4
Our Town,44gq8zKiyisjDCKRfcuk3N,Iris DeMent,3NPZs8XgXtaWslUcnIw6rY,chill,"['lilith', 'roots', 'country', 'traditional', 'folk', 'singer-songwriter', 'arkansas']","['roots', 'country', 'singer-songwriter']",0.714,0.268,11,-7.546,1,0.0329,0.722,5.05e-06,0.246,0.332,116.339,300933,4
Clay Pigeons,5UDoMj8EIEXrQ4N0UR0nos,John Prine,0nJUwPwC9Ti4vvuJ0q3MfT,chill,"['mellow', 'alternative', 'country', 'roots', 'folk', 'traditional', 'singer-songwriter', 'indie', 'new']","['mellow', 'alternative', 'country', 'roots', 'singer-songwriter', 'indie', 'new']",0.585,0.233,10,-15.949,1,0.028,0.892,0.000611,0.114,0.481,140.666,267133,4
Ooh La La - 2015 Remaster,6TNNMVpOgn8K5NoDC7alG6,Faces,3v4feUQnU3VEUqFrjmtekL,chill,"['art', 'glam', 'country', 'mellow', 'blues', 'folk', 'rock', 'album', 'roots', 'classic', 'electric', 'psychedelic', 'hard', 'pub', 'protopunk', 'soft']","['art', 'country', 'mellow', 'blues', 'rock', 'roots', 'classic', 'electric']",0.603,0.494,2,-10.27,1,0.0301,0.428,0.000171,0.0894,0.729,147.814,214960,4
you should see me in a crown,3XF5xLJHOQQRbWya6hBp7d,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,indie_alt,"['pop', 'electropop']",['pop'],0.678,0.533,4,-10.485,1,0.186,0.462,0.219,0.139,0.323,150.455,180953,4
Youth,1LPGwuFgIzbJoShfDdw7MY,Glass Animals,4yvcSjfu4PC0CYQyLy4wSq,indie_alt,"['indietronica', 'shiver', 'gauze']",['indietronica'],0.648,0.718,9,-7.765,0,0.0298,0.129,0.00156,0.112,0.785,96.017,230693,4
We Appreciate Power,0yi4EYrzv5yyend2YnstJv,Grimes,053q0ukIDRgzwTr4vNSwab,indie_alt,"['art', 'grave', 'indietronica', 'pop', 'chillwave', 'escape', 'canadian', 'hyperpop', 'metropopolis', 'electropop', 'dance']","['art', 'indietronica', 'pop', 'canadian', 'dance']",0.534,0.899,2,-4.18,0,0.0509,0.00898,4.32e-05,0.4,0.432,108.033,334693,4
Motion Sickness,6LxcPUqx6noURdA5qc4BAT,Phoebe Bridgers,1r1uxoy19fzMxunt3ONAkG,indie_alt,"['art', 'indie']","['art', 'indie']",0.652,0.545,1,-9.021,1,0.0358,0.774,0.0428,0.0847,0.626,107.019,229760,4
"Archie, Marry Me",5GAB1X0AJq2EZjxXP9zMFt,Alvvays,3kzwYV3OCB010YfXMF0Avt,indie_alt,"['toronto', 'shoegaze', 'indie']",['indie'],0.267,0.828,7,-4.592,1,0.0746,0.00956,0.409,0.143,0.203,117.886,196560,4
Sexy Boy,6INLpBxo9F5QMer04VXEnd,Air,1P6U1dCeHxPui5pIrGmndZ,indie_alt,"['downtempo', 'trip', 'ambient', 'electronica']",['ambient'],0.435,0.651,0,-6.152,1,0.0288,0.00111,0.609,0.111,0.206,111.896,298467,4
You Can Have It All,4GrfClvQgCVLsCfqw7YthQ,Yo La Tengo,5hAhrnb0Ch4ODwWu4tsbpi,indie_alt,"['dream', 'permanent', 'art', 'alternative', 'rock', 'lo-fi', 'indie', 'new', 'freak', 'anti-folk']","['art', 'alternative', 'rock', 'lo-fi', 'indie', 'new']",0.515,0.833,4,-9.409,1,0.0362,0.637,0.944,0.302,0.965,178.471,276640,4
The First Big Weekend,4BKJRy9GPS4Y3t61S1xEhF,Arab Strap,6g8Jqb5JMfv92eB2r0awTN,indie_alt,"['chamber', 'scottish', 'slowcore']",['chamber'],0.686,0.675,2,-10.831,1,0.054,0.0884,0.114,0.0911,0.603,146.534,292747,4
Girl From Mars,1JYs5OOgeW1jAOaiiLlJdx,Ash,2evydP72Z45DouM4uMGsIE,indie_alt,"['britpop', 'pop', 'modern']","['britpop', 'pop', 'modern']",0.236,0.797,9,-6.949,1,0.0447,0.0186,0.0,0.11,0.477,154.336,213533,4
New French Girlfriend,1kKfa4rdmxdqiE1Edunf18,The Auteurs,5EtBXjUUyPJmiljpRdN6RJ,indie_alt,['britpop'],['britpop'],0.328,0.629,2,-8.105,1,0.0343,0.0034,0.00363,0.0937,0.411,173.862,255773,4
Nothing To Be Done,4vReegUzNPc2t06jJKgieU,The Pastels,4Nu0EL8c5d2vFHPOcNjlBP,indie_alt,"['dream', 'alternative', 'uk', 'lo-fi', 'twee', 'tape', 'c86', 'scottish']","['alternative', 'uk', 'lo-fi']",0.349,0.896,9,-10.59,1,0.106,0.00144,0.73,0.287,0.481,141.72,232133,4
Alison,33HRECrmuelZxOpid6XTNX,Slowdive,72X6FHxaShda0XeQw3vbeF,indie_alt,"['dream', 'art', 'alternative', 'indie', 'reading', 'nu', 'shoegaze']","['art', 'alternative', 'indie']",0.276,0.449,4,-11.428,1,0.0375,0.00782,0.783,0.108,0.278,101.687,230987,4
Call Me,7HKxTNVlkHsfMLhigmhC0I,Blondie,4tpUmLEVLCGFr93o8hFFIB,indie_alt,"['permanent', 'power', 'rock', 'new', 'candy', 'dance']","['rock', 'new', 'dance']",0.554,0.833,2,-6.667,0,0.0347,0.000646,0.0025,0.0737,0.773,142.673,212227,4
Just Like Honey,1LwP9g1Hjbs64jXM2Qsxry,The Jesus and Mary Chain,4rjlerN21ygkIhmUv55irs,indie_alt,"['art', 'alternative', 'rock', 'uk', 'post-punk', 'noise', 'punk', 'nu', 'new', 'scottish', 'shoegaze', 'dance']","['art', 'alternative', 'rock', 'uk', 'new', 'dance']",0.341,0.552,8,-10.503,1,0.0423,8.02e-05,0.616,0.0591,0.486,121.361,182493,4
Genius of Love,6UBQONiLH8kNmmB8UrV2Ef,Tom Tom Club,1m24736Bdew1oQVxTePOCo,indie_alt,"['new', 'post-punk', 'no', 'dance']","['new', 'dance']",0.921,0.529,2,-11.974,1,0.0851,0.0845,0.000779,0.0478,0.724,102.941,334360,4
Grass,3KRerNe53NjOmr7ozedcPq,Animal Collective,4kwxTgCKMipBKhSnEstNKj,indie_alt,"['baltimore', 'art', 'alternative', 'experimental', 'dance-punk', 'chillwave', 'indie', 'noise', 'modern', 'nu', 'new', 'freak']","['art', 'alternative', 'indie', 'modern', 'new']",0.209,0.83,2,-5.104,0,0.0903,0.114,9.95e-05,0.319,0.224,177.331,179587,4
Hope There's Someone,09ZGF6mwJVzw5jxqbtT53E,Antony and the Johnsons,4fxp616ALtFWnXfwxnjLzW,indie_alt,"['art', 'melancholia', 'baroque']",['art'],0.294,0.184,6,-10.421,1,0.0405,0.979,0.0115,0.143,0.0812,141.245,261200,1
Wake Up,6Hmj7SrLRbreLVfVS7mV1S,Arcade Fire,3kjuyTCjPG1WMFCiyc5IuB,indie_alt,"['permanent', 'quebec', 'alternative', 'baroque', 'rock', 'dance-punk', 'indie', 'modern', 'canadian', 'new']","['alternative', 'rock', 'indie', 'modern', 'canadian', 'new']",0.252,0.8,0,-4.845,1,0.0368,0.12,0.0538,0.118,0.29,139.361,335333,4
I Bet You Look Good On The Dancefloor,3DQVgcqaP3iSMbaKsd57l5,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,indie_alt,"['permanent', 'sheffield', 'rock', 'garage', 'modern']","['rock', 'modern']",0.535,0.948,6,-4.19,0,0.0356,0.00225,0.0,0.376,0.778,103.183,173680,4
Killamangiro,6hqqo5hjnPhBqNRLqXYjVm,Babyshambles,0IBAqjHG8DSaD7PPCGnGiZ,indie_alt,"['rock', 'dance-punk', 'garage', 'modern', 'new']","['rock', 'modern', 'new']",0.469,0.9,7,-4.254,1,0.0551,0.0353,0.00404,0.215,0.453,108.971,193027,4
Close To Me,4xiyq1iRdsxuU1BPUJ490Z,The Cure,7bu3H8JO7d0UbMoVzbo70s,indie_alt,"['new', 'permanent', 'rock', 'dance']","['new', 'rock', 'dance']",0.724,0.523,11,-11.139,1,0.116,0.0745,0.703,0.0811,0.965,185.075,203267,4
Blue Monday - 2016 Remaster,1RSy7B2vfPi84N80QJ6frX,New Order,0yNLKJebCb8Aueb54LYya3,indie_alt,"['permanent', 'art', 'rock', 'uk', 'post-punk', 'synthpop', 'new', 'madchester', 'dance']","['art', 'rock', 'uk', 'new', 'dance']",0.793,0.703,0,-9.548,1,0.0581,0.000726,0.88,0.075,0.856,130.27,450800,4
This Charming Man - 2011 Remaster,1FvDJ9KGxcqwv1utyPL3JZ,The Smiths,3yY2gUcIsjMr8hjo51PoJ8,indie_alt,"['permanent', 'rock', 'uk', 'new', 'madchester', 'dance']","['rock', 'uk', 'new', 'dance']",0.611,0.846,11,-5.9,1,0.0436,0.00509,0.0,0.0784,0.751,103.912,162920,4
Town Called Malice,6sX5sm1wrYYV6ooAirEXAa,The Jam,2P560DaOMNDUACoH8ZhOCR,indie_alt,"['rock', 'ska', 'mod', 'punk', 'pub', 'new', 'dance']","['rock', 'new', 'dance']",0.542,0.91,7,-8.924,1,0.0873,0.00228,0.00524,0.0695,0.775,101.774,172803,4
She Sells Sanctuary,4vnLdmUdkOworoveEzpEST,The Cult,49DW3KvkyjHO35mK1JnSyS,indie_alt,"['metal', 'glam', 'alternative', 'rock', 'album', 'classic', 'hard', 'dance']","['alternative', 'rock', 'classic', 'dance']",0.55,0.765,7,-8.684,1,0.0287,4.82e-06,0.873,0.132,0.417,139.453,252533,4
Desperate Pleasures,56qkrMwEzu4cR4UrG6GHiL,Every Time I Die,0o7WWONtleH6PWLn5GIoCM,metal,"['metalcore', 'chaotic', 'buffalo', 'melodic', 'post-hardcore', 'screamo']","['metalcore', 'melodic', 'screamo']",0.183,0.989,4,-3.063,0,0.179,0.00112,0.0,0.381,0.0988,162.348,191653,4
Animals,1Td7TGT1XtK2ojUjz1mGUV,Architects,3ZztVuWxHzNpl0THurTFCv,metal,"['uk', 'progressive', 'melodic', 'metalcore', 'mathcore']","['uk', 'melodic', 'metalcore']",0.532,0.759,1,-3.842,0,0.0319,0.000123,0.02,0.073,0.293,95.01,244365,4
The Path,1zkdINXJTDhqKaFL0kjIT8,Fit For A King,0OgdRTPItr9dw4XYp4JJUx,metal,"['metalcore', 'post-screamo', 'melodic', 'christian']","['metalcore', 'melodic', 'christian']",0.481,0.932,8,-4.344,1,0.0434,1.79e-05,0.0,0.295,0.416,114.628,247251,4
SLEEPS SOCIETY,5LteMwtmnx3IOCihvyO4v0,While She Sleeps,38LdIuxB548zgHoEY2AN7a,metal,"['metalcore', 'melodic', 'uk']","['metalcore', 'melodic', 'uk']",0.219,0.947,2,-4.175,1,0.23,0.00031,1.63e-05,0.312,0.319,85.044,201252,4
Protect The Land,11ajcVj3qSyyMPUpTJUP3y,System Of A Down,5eAWCfyUhZtHHtBdNk56l1,metal,"['rap', 'rock', 'alternative', 'nu']","['rap', 'rock', 'alternative']",0.432,0.886,8,-3.991,1,0.0341,9.2e-05,4.74e-05,0.338,0.248,76.04,307645,4
All My Life,1LQDC4iJRmgPAg8Ev95L3I,Attack Attack!,1FcRUsTmnEQfVCH5OIKSpb,metal,"['screamo', 'trancecore']",['screamo'],0.467,0.911,2,-5.013,1,0.0505,0.0003,0.0358,0.116,0.315,147.007,184286,4
Glass Heart,5HHRHzps29JrPpXTATWS6v,Captives,2XIbOWDT5vZPW7jNyzdfcK,metal,"['metalcore', 'post-screamo']",['metalcore'],0.411,0.955,6,-5.545,0,0.102,0.000201,8.37e-05,0.118,0.329,164.09,224167,4
Black Lungs,1nIw3ohgilArczHubneGxD,Architects,3ZztVuWxHzNpl0THurTFCv,metal,"['uk', 'progressive', 'melodic', 'metalcore', 'mathcore']","['uk', 'melodic', 'metalcore']",0.462,0.932,1,-3.933,1,0.0952,0.000139,7.02e-05,0.226,0.46,90.496,231162,4
Lost Cause,79QKj3v2i0pgicq075v7b2,Novelists FR,6o8sDniHcZPM1SixvjKiYS,metal,['metalcore'],['metalcore'],0.423,0.926,6,-6.165,0,0.105,0.00257,0.068,0.0755,0.221,134.945,288500,4
Wearing Thin,4LmdqWHb3HtCzSVbw4SpFb,Hollow Front,50YmW8f4U5IxTIwYI9mGAe,metal,"['metalcore', 'post-screamo', 'melodic', 'american']","['metalcore', 'melodic']",0.531,0.897,7,-8.46,1,0.0477,0.000641,9.98e-06,0.0885,0.0678,109.972,262196,4
Rollin' (Air Raid Vehicle),3IV4swNduIRunHREK80owz,Limp Bizkit,165ZgPlLkK7bf5bDoFc6Sb,metal,"['alternative', 'wrestling', 'nu', 'rap', 'funk']","['alternative', 'rap', 'funk']",0.603,0.933,1,-3.358,1,0.171,0.00591,0.0,0.206,0.709,96.306,213760,4
Butterfly,4BggEwLhGfrbrl7JBhC8EC,Crazy Town,4iSKnRZAxkmqNok6tv10Se,metal,"['rap', 'alternative', 'nu', 'funk']","['rap', 'alternative', 'funk']",0.736,0.811,9,-4.17,0,0.081,0.00132,0.000142,0.107,0.609,103.502,216733,4
One Step Closer,3K4HG9evC7dg3N0R9cYqk4,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,metal,"['post-grunge', 'rap', 'alternative', 'nu']","['rap', 'alternative']",0.492,0.969,9,-4.419,1,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,157333,4
Chop Suey!,2DlHlPMa4M17kufBvI2lEN,System Of A Down,5eAWCfyUhZtHHtBdNk56l1,metal,"['rap', 'rock', 'alternative', 'nu']","['rap', 'rock', 'alternative']",0.419,0.934,7,-3.908,0,0.12,0.000278,0.0015,0.132,0.286,127.288,210240,4
Falling Away from Me,2F6FfZ4w8z3eJpSxPotVO5,Korn,3RNrq3jvMZxD9ZyoOZbQOD,metal,"['rock', 'alternative', 'nu', 'rap', 'funk']","['rock', 'alternative', 'rap', 'funk']",0.468,0.769,4,-7.036,1,0.041,0.00014,0.00124,0.271,0.17,104.102,270920,4
Unsainted,2093eVNfimjmNjU1gk1ES7,Slipknot,05fG473iIaoy82BF1aGhL8,metal,"['rap', 'double', 'alternative', 'nu']","['rap', 'alternative']",0.427,0.944,7,-2.885,1,0.0565,0.000197,0.0159,0.0625,0.248,101.078,260276,4
Gasoline,6Q1m1GyNxyOwZ2ud3p7XoS,I Prevail,3Uobr6LgQpBbk6k4QGAb3V,metal,"['nu-metalcore', 'modern']",['modern'],0.546,0.945,1,-4.399,1,0.0531,0.000311,0.0,0.724,0.545,135.128,153613,4
Catastrophist,3fnqNxjN7o0tJe7zOQZV68,Trivium,278ZYwGhdK6QTzE3MFePnP,metal,"['metal', 'alternative', 'melodic', 'nu', 'metalcore']","['alternative', 'melodic', 'metalcore']",0.263,0.965,10,-4.25,0,0.197,1.42e-05,3.13e-05,0.0598,0.488,157.102,388035,4
5x3,51xLAqptt4zeNgZDfsiAo9,Upon A Burning Body,1bPBx2qbpWzEoLujeHC3G7,metal,"['metalcore', 'melodic', 'deathcore']","['metalcore', 'melodic']",0.538,0.966,4,-4.94,0,0.112,3.78e-06,0.132,0.191,0.263,124.981,197507,4
Contagion,0tlw6V9Zp4JlgR0euf8IZm,Napalm Death,3UqRgrDIQ208yNGiWKRMNt,metal,"['deathgrind', 'metal', 'alternative', 'death', 'british', 'grindcore', 'brutal', 'birmingham']","['alternative', 'british']",0.116,0.963,7,-4.829,1,0.133,1.02e-06,0.886,0.0765,0.224,91.439,245461,4
Paranoid,1jzDzZWeSDBg5fhNc3tczV,Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,metal,"['metal', 'rock', 'stoner', 'uk', 'album', 'classic', 'hard', 'birmingham']","['rock', 'uk', 'classic']",0.429,0.631,4,-11.514,0,0.0769,7.85e-05,0.00411,0.175,0.376,162.734,168440,4
Immigrant Song - Remaster,78lgmZwycJ3nzsdgmPPGNx,Led Zeppelin,36QJpDe2go2KgaRleHCDTp,metal,"['album', 'hard', 'rock', 'classic']","['rock', 'classic']",0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,146250,4
